name,hq_city,hq_country,proposed_roles,parent_if_any,why_included,source_url,confidence,status,seed_slug,primary_source_url,review_note
Keyence,Osaka,JP,supplier;machine-vision;safety-sensors,,"Named among the major machine vision, sensor and safety light curtain suppliers to automation.",https://www.marketresearchfuture.com/reports/safety-light-curtains-market/companies,MEDIUM,pending,,https://www.keyence.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Omron,Kyoto,JP,OEM|COMPONENT_SUPPLIER,,"Named among the major industrial automation, machine vision and safety component suppliers.",https://www.marketresearchfuture.com/reports/safety-light-curtains-market/companies,MEDIUM,seeded,omron,https://robotics.omron.com/,Role confirmed; merged by canonical name or explicit alias.
Banner Engineering,Minneapolis,US,COMPONENT_SUPPLIER,,Named among the major safety and machine vision component suppliers to industrial automation.,https://www.marketresearchfuture.com/reports/safety-light-curtains-market/companies,MEDIUM,seeded,banner-engineering,https://www.bannerengineering.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Datalogic,Bologna,IT,supplier;machine-vision;barcode,,Named among major automatic data capture and industrial automation vision suppliers.,https://www.marketresearchfuture.com/reports/safety-light-curtains-market/companies,MEDIUM,pending,,https://www.datalogic.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Pilz,Ostfildern,DE,supplier;safety-sensors;safety-controllers,,Named among the major functional-safety suppliers; safety controllers gate every collaborative robot cell.,https://www.marketresearchfuture.com/reports/safety-light-curtains-market/companies,MEDIUM,pending,,https://www.pilz.com/en-INT/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Pepperl+Fuchs,Mannheim,DE,supplier;safety-sensors,,Named among the major safety sensor suppliers to industrial automation.,https://www.marketresearchfuture.com/reports/safety-light-curtains-market/companies,LOW,skipped,,,LOW confidence: skipped as instructed.
ATI Industrial Automation,Apex,US,COMPONENT_SUPPLIER,Novanta,Publishes multi-axis force/torque sensors for robots and states over 30 years of building them; the reference F/T vendor.,https://www.ati-ia.com/products/ft/sensors.aspx,HIGH,seeded,ati-industrial-automation,https://www.ati-ia.com/products/ft/sensors.aspx,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Schunk,Lauffen am Neckar,DE,COMPONENT_SUPPLIER,,Publishes the FT-AXIA 6-axis force/torque sensor and the SVH five-finger hand with 20 DOF; spans gripping and sensing.,https://www.universal-robots.com/marketplace/products/01tP40000071OacIAE/,HIGH,seeded,schunk,https://www.universal-robots.com/marketplace/products/01tP40000071OacIAE/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Bota Systems,Zurich,CH,COMPONENT_SUPPLIER,,"Publishes compact 6-axis force torque sensors for robotics with integrated electronics, IMU and temperature compensation.",https://botasys.com/,HIGH,seeded,bota-systems,https://botasys.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Robotous,Seongnam,KR,supplier;force-torque-sensors,,Named among the main players in the robot 6-axis force torque sensor market.,https://semiconductorinsight.com/report/robot-6-axis-force-torque-sensor-market/,MEDIUM,pending,,https://www.robotous.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
OnRobot,Odense,DK,COMPONENT_SUPPLIER,,Named in both the robot end-effector and 6-axis F/T sensor vendor sets; modular gripper and sensing portfolio for cobots.,https://www.marketsandmarkets.com/Market-Reports/robot-end-effector-market-251736819.html,MEDIUM,seeded,onrobot,https://onrobot.com/en/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
FUTEK Advanced Sensor Technology,Irvine,US,COMPONENT_SUPPLIER,,Named among the main players in the robot 6-axis force torque sensor market.,https://semiconductorinsight.com/report/robot-6-axis-force-torque-sensor-market/,MEDIUM,seeded,futek-advanced-sensor-technology,https://www.futek.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Kistler,Winterthur,CH,supplier;force-torque-sensors,,Named among the main players in the robot 6-axis force torque sensor market.,https://semiconductorinsight.com/report/robot-6-axis-force-torque-sensor-market/,MEDIUM,pending,,https://www.kistler.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Sunrise Instruments (SRI),Nanning,CN,supplier;force-torque-sensors,,Named among the main players in the robot 6-axis force torque sensor market; HQ not confirmed by source.,https://semiconductorinsight.com/report/robot-6-axis-force-torque-sensor-market/,LOW,skipped,,,LOW confidence: skipped as instructed.
Nordbo Robotics,Odense,DK,supplier;force-torque-sensors,,Named among the main players in the robot 6-axis force torque sensor market.,https://semiconductorinsight.com/report/robot-6-axis-force-torque-sensor-market/,LOW,skipped,,,LOW confidence: skipped as instructed.
GelSight,Waltham,US,COMPONENT_SUPPLIER,,Publishes tactile robotics applications for its MIT-derived high-resolution gel-based tactile imaging sensors.,https://www.gelsight.com/solutions/tactile-robotics-applications/,HIGH,seeded,gelsight,https://www.gelsight.com/solutions/tactile-robotics-applications/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
XELA Robotics,Tokyo,JP,COMPONENT_SUPPLIER,,"Publishes uSkin 3-axis tactile patches and electronic skin for dexterous humanoid hands, plus hand modules and software.",https://xelarobotics.com/technology/,HIGH,seeded,xela-robotics,https://xelarobotics.com/technology/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Contactile,Sydney,AU,COMPONENT_SUPPLIER,,PapillArray tactile sensor targeting slip detection and grip-force control at a 1 kHz update rate.,https://www.roboticscenter.ai/guides/best-tactile-sensors-robot-learning,MEDIUM,seeded,contactile,https://contactile.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Tacterion,Munich,DE,supplier;tactile-sensors,,Named among the tactile sensor companies developing robot sensing skins.,https://cnmra.com/a-global-overview-of-nearly-20-humanoid-robot-tactile-sensor-companies/,LOW,skipped,,,LOW confidence: skipped as instructed.
Tekscan,Norwood,US,supplier;tactile-sensors,,Named among the tactile sensor companies serving robotics.,https://cnmra.com/a-global-overview-of-nearly-20-humanoid-robot-tactile-sensor-companies/,LOW,skipped,,,LOW confidence: skipped as instructed.
Touchence,Tokyo,JP,supplier;tactile-sensors,,MEMS piezoelectric six-axis tactile sensor maker whose arrays attach to robotic grippers.,https://www.fiercesensors.com/sensors/delicate-touch-tactile-sensors-help-humanoids-get-grip,MEDIUM,pending,,https://www.touchence.jp/en/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Analog Devices,Wilmington,US,supplier;imu;silicon,,Named among the major MEMS IMU companies; also named in the motor driver IC supplier set.,https://www.mordorintelligence.com/industry-reports/global-mems-based-inertial-measurement-unit-market/companies,MEDIUM,pending,,https://www.analog.com/en/solutions/industrial-and-building-automation/robotics.html,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Bosch Sensortec,Reutlingen,DE,COMPONENT_SUPPLIER|CHIPMAKER,Robert Bosch,Named as dominating the MEMS IMU segment with inertial solutions used in automation platforms.,https://www.mordorintelligence.com/industry-reports/global-mems-based-inertial-measurement-unit-market/companies,MEDIUM,seeded,bosch-sensortec,https://www.bosch-sensortec.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
STMicroelectronics,Geneva,CH,COMPONENT_SUPPLIER|CHIPMAKER,,"Named as a leading MEMS IMU supplier for robotics and ADAS, and among the major motor driver and robot semiconductor suppliers.",https://www.mordorintelligence.com/industry-reports/global-mems-based-inertial-measurement-unit-market/companies,MEDIUM,seeded,stmicroelectronics,https://www.st.com/content/st_com/en/applications/industrial/robotics.html,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
TDK InvenSense,San Jose,US,COMPONENT_SUPPLIER|CHIPMAKER,TDK,Named with ST as a focus supplier of cost-effective high-volume MEMS inertial devices.,https://www.mordorintelligence.com/industry-reports/global-mems-based-inertial-measurement-unit-market/companies,MEDIUM,seeded,tdk-invensense,https://invensense.tdk.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Honeywell,Charlotte,US,COMPONENT_SUPPLIER,,Named as leading the high-performance IMU portfolio for aerospace and defence-grade inertial sensing.,https://www.mordorintelligence.com/industry-reports/global-mems-based-inertial-measurement-unit-market/companies,MEDIUM,seeded,honeywell,https://aerospace.honeywell.com/us/en/products-and-services/products/navigation-and-sensors/inertial-measurement-units,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
VectorNav Technologies,Dallas,US,COMPONENT_SUPPLIER,,"Named among IMU suppliers for autonomous platforms, including pressure-rated units for underwater vehicles.",https://guidenav.com/blog/top-10-mems-inertial-measurement-unit-imu-suppliers-in-2025/,MEDIUM,seeded,vectornav-technologies,https://www.vectornav.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Hailo,Tel Aviv,IL,COMPONENT_SUPPLIER|CHIPMAKER,,Israeli edge AI silicon company positioned as the physical-AI compute layer; direct alternative to seeded NVIDIA Jetson.,https://www.blackscarab.ai/insights/hailo-edge-ai-acceleration-physical-ai-guide,MEDIUM,seeded,hailo,https://hailo.ai/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Ambarella,Santa Clara,US,COMPONENT_SUPPLIER|CHIPMAKER,,Named as targeting AI applications including robotics and drones in the edge acceleration market.,https://aimultiple.com/edge-ai-chips,MEDIUM,seeded,ambarella,https://www.ambarella.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Horizon Robotics,Beijing,CN,supplier;edge-ai-silicon,,"Named as a Chinese edge AI silicon option scaling fast inside China, alongside Black Sesame.",https://aimultiple.com/edge-ai-chips,MEDIUM,pending,,https://en.horizon.auto/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Black Sesame Technologies,Wuhan,CN,COMPONENT_SUPPLIER|CHIPMAKER,,Reported to be pivoting from automotive chips to edge AI inference platforms explicitly targeting robotics.,https://autonews.gasgoo.com/articles/news/black-sesame-technologies-a-decade-of-chip-crafting-reshaping-the-edge-side-ai-computing-landscape-2077382726855397376,MEDIUM,seeded,black-sesame-technologies,https://www.blacksesame.com.cn/en/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Mobileye,Jerusalem,IL,supplier;edge-ai-silicon;autonomy-stack,Intel,"Autonomy silicon and stack supplier; subsidiary of seeded Intel, relevant to the autonomous vehicle embodiment.",https://www.marketsandmarkets.com/ResearchInsight/automotive-semiconductor.asp,LOW,skipped,,,LOW confidence: skipped as instructed.
Texas Instruments,Dallas,US,COMPONENT_SUPPLIER|CHIPMAKER,,Named among the major robot semiconductor and motor driver IC suppliers; launched isolated ADC modulators for robot motor control.,https://www.snsinsider.com/reports/motor-driver-ic-market-10912,MEDIUM,seeded,texas-instruments,https://www.ti.com/applications/industrial/robotics/overview.html,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
NXP Semiconductors,Eindhoven,NL,COMPONENT_SUPPLIER|CHIPMAKER,,Named among the major semiconductor suppliers for robots and motor driver ICs.,https://www.marketsandmarkets.com/ResearchInsight/semiconductor-for-robots.asp,MEDIUM,seeded,nxp-semiconductors,https://www.nxp.com/applications/industrial/robotics:ROBOTICS,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Renesas Electronics,Tokyo,JP,COMPONENT_SUPPLIER|CHIPMAKER,,Named among motor driver and industrial MCU suppliers relevant to robot joint control.,https://www.snsinsider.com/reports/motor-driver-ic-market-10912,MEDIUM,seeded,renesas-electronics,https://www.renesas.com/en/applications/industrial/robotics,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Infineon Technologies,Neubiberg,DE,COMPONENT_SUPPLIER|CHIPMAKER,,Named among the major power semiconductor and motor driver suppliers; MOSFETs and GaN for actuator drives.,https://www.snsinsider.com/reports/motor-driver-ic-market-10912,MEDIUM,seeded,infineon-technologies,https://www.infineon.com/application/robotics,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
onsemi,Scottsdale,US,COMPONENT_SUPPLIER|CHIPMAKER,,Named among motor driver and power management suppliers relevant to actuator electronics.,https://www.snsinsider.com/reports/motor-driver-ic-market-10912,MEDIUM,seeded,onsemi,https://www.onsemi.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Allegro MicroSystems,Manchester,US,COMPONENT_SUPPLIER|CHIPMAKER,,Named among the key motor driver IC suppliers; magnetic position sensing is adjacent to joint feedback.,https://www.snsinsider.com/reports/motor-driver-ic-market-10912,MEDIUM,seeded,allegro-microsystems,https://www.allegromicro.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Microchip Technology,Chandler,US,COMPONENT_SUPPLIER|CHIPMAKER,,Named among motor driver and microcontroller suppliers for motion electronics.,https://www.snsinsider.com/reports/motor-driver-ic-market-10912,MEDIUM,seeded,microchip-technology,https://www.microchip.com/en-us/solutions/industrial/robotics,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
MediaTek,Hsinchu,TW,supplier;edge-ai-silicon,,Named among the chip companies competing for the edge acceleration market that robots buy from.,https://aimultiple.com/edge-ai-chips,LOW,skipped,,,LOW confidence: skipped as instructed.
AMD,Santa Clara,US,COMPONENT_SUPPLIER|CHIPMAKER,,Named among the chip companies competing in edge acceleration; the Xilinx FPGA line is common in robot motion and vision.,https://aimultiple.com/edge-ai-chips,MEDIUM,seeded,amd,https://www.amd.com/en/solutions/robotics.html,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Sony Semiconductor Solutions,Atsugi,JP,supplier;image-sensors,,Named among the major semiconductor players for robots; image sensors underpin most robot perception stacks.,https://www.marketsandmarkets.com/ResearchInsight/semiconductor-for-robots.asp,MEDIUM,pending,,https://www.sony-semicon.com/en/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Shadow Robot Company,London,GB,COMPONENT_SUPPLIER,,Publishes dexterous robotic hands and teleoperated systems; its 24-DOF Dexterous Hand is the field's benchmark.,https://shadowrobot.com/,HIGH,seeded,shadow-robot-company,https://shadowrobot.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Wonik Robotics,Seongnam,KR,COMPONENT_SUPPLIER,,"Maker of the 16-DOF Allegro Hand, the widely adopted low-cost research hand.",https://www.robotwale.com/article/dexterous-hands-shadow-allegro-inspire-race-to-5-finger-dexterity,MEDIUM,seeded,wonik-robotics,https://www.wonikrobotics.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Inspire Robots,Beijing,CN,COMPONENT_SUPPLIER,,Named among the companies selling dexterous hands as standalone products for humanoids.,https://www.robotwale.com/article/dexterous-hands-shadow-allegro-inspire-race-to-5-finger-dexterity,MEDIUM,seeded,inspire-robots,https://www.inspire-robots.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Tesollo,Seongnam,KR,COMPONENT_SUPPLIER,,"Fully actuated five-finger hand with 20 BLDC-driven joints, positioned near mass production.",https://cnmra.com/listing-over-20-humanoid-robotic-hand-companies-worldwide/,MEDIUM,seeded,tesollo,https://tesollo.com/,Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ.
Robotiq,Levis,CA,COMPONENT_SUPPLIER,,Named among the major robot end-effector companies; servo-electric parallel grippers for cobots.,https://www.marketsandmarkets.com/Market-Reports/robot-end-effector-market-251736819.html,MEDIUM,seeded,robotiq,https://robotiq.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Zimmer Group,Rheinau,DE,COMPONENT_SUPPLIER,,Named among the major robot end-effector companies; MATCH modular gripper system.,https://www.marketsandmarkets.com/Market-Reports/robot-end-effector-market-251736819.html,MEDIUM,seeded,zimmer-group,https://www.zimmer-group.com/en/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Piab,Taby,SE,COMPONENT_SUPPLIER,,Named among the major robot end-effector companies; vacuum gripping for delicate handling and palletizing.,https://www.marketsandmarkets.com/Market-Reports/robot-end-effector-market-251736819.html,MEDIUM,seeded,piab,https://www.piab.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
J. Schmalz,Glatten,DE,COMPONENT_SUPPLIER,,Named among the major robot end-effector companies; vacuum tooling is the binding constraint in palletizing cells.,https://www.marketsandmarkets.com/Market-Reports/robot-end-effector-market-251736819.html,MEDIUM,seeded,j-schmalz,https://www.schmalz.com/en/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Soft Robotics,Bedford,US,TOOLING_OPS_PROVIDER,,Named among the major robot end-effector companies; soft gripping for variable food and produce items.,https://www.marketsandmarkets.com/Market-Reports/robot-end-effector-market-251736819.html,MEDIUM,seeded,oxipital-ai,https://www.softroboticsinc.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Foxconn (Hon Hai Precision Industry),New Taipei,TW,CONTRACT_MANUFACTURER|OPERATOR,,Largest EMS provider by revenue and named as embedding AI into production with NVIDIA; the default scale partner for robot hardware.,https://teeptrak.com/en/electronics-ems-foxconn-pegatron-flex-jabil-2027/,MEDIUM,seeded,foxconn,https://www.honhai.com/en-us/press-center/press-releases/latest-news/1975,Role confirmed; merged by canonical name or explicit alias.
Flex,Singapore,SG,contract-manufacturer;ems,,Top-tier diversified EMS provider named in industrial and B2B hardware manufacturing.,https://teeptrak.com/en/electronics-ems-foxconn-pegatron-flex-jabil-2027/,MEDIUM,pending,,https://flex.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Jabil,St. Petersburg,US,CONTRACT_MANUFACTURER,,Top-tier EMS provider with industrial and healthcare exposure; named among the manufacturers moving into supply-chain orchestration.,https://logisticsviewpoints.com/2025/10/07/flex-jabil-and-foxconn-the-quiet-evolution-of-contract-manufacturing-into-full-scale-supply-chain-orchestration/,MEDIUM,seeded,jabil,https://www.jabil.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Quanta Computer,Taoyuan,TW,contract-manufacturer;ems,,"Named among the top EMS providers by revenue, especially in AI server manufacturing.",https://teeptrak.com/en/electronics-ems-foxconn-pegatron-flex-jabil-2027/,MEDIUM,pending,,https://www.quantatw.com/Quanta/english/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
BYD Electronics,Shenzhen,CN,CONTRACT_MANUFACTURER,BYD,Named among the top EMS providers; China-based electronics manufacturing and component supply at scale.,https://teeptrak.com/en/electronics-ems-foxconn-pegatron-flex-jabil-2027/,MEDIUM,seeded,byd-electronics,https://electronics.byd.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Pegatron,Taipei,TW,contract-manufacturer;ems,,Named among the top EMS providers by revenue.,https://teeptrak.com/en/electronics-ems-foxconn-pegatron-flex-jabil-2027/,MEDIUM,pending,,https://www.pegatroncorp.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Wistron,New Taipei,TW,contract-manufacturer;ems,,Named among the top EMS providers by revenue.,https://teeptrak.com/en/electronics-ems-foxconn-pegatron-flex-jabil-2027/,MEDIUM,pending,,https://www.wistron.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Luxshare Precision,Dongguan,CN,contract-manufacturer;ems;connectors,,Named among the top EMS providers by revenue; connector and precision assembly capability.,https://teeptrak.com/en/electronics-ems-foxconn-pegatron-flex-jabil-2027/,MEDIUM,pending,,https://www.luxshare-ict.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Inventec,Taipei,TW,contract-manufacturer;ems,,Named among the top EMS providers by revenue.,https://teeptrak.com/en/electronics-ems-foxconn-pegatron-flex-jabil-2027/,MEDIUM,pending,,https://www.inventec.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Lens Technology,Changsha,CN,contract-manufacturer;ems,,Named as providing manufacturing services in Tesla Optimus supply-chain reporting.,https://optimusk.blog/blog/tesla-optimus-suppliers/,LOW,skipped,,,LOW confidence: skipped as instructed.
PIA Automation,Grodig,AT,contract-manufacturer;assembly-automation,,Named as a manufacturing services provider in Optimus supply-chain reporting; assembly line builder for robot production.,https://optimusk.blog/blog/tesla-optimus-suppliers/,LOW,skipped,,,LOW confidence: skipped as instructed.
Ningbo Huaxiang (NBHX),Ningbo,CN,contract-manufacturer;ems,,Named as a manufacturing services provider in Optimus supply-chain reporting.,https://optimusk.blog/blog/tesla-optimus-suppliers/,LOW,skipped,,,LOW confidence: skipped as instructed.
Southwest Research Institute (SwRI),San Antonio,US,RESEARCH_LAB|INTEGRATOR,,"Administers the ROS-Industrial Consortium Americas, providing training, technical support and the ROS-I roadmap.",https://www.swri.org/markets/manufacturing-construction/manufacturing-technologies/industrial-robotics-automation/ros-industrial-consortium,HIGH,seeded,southwest-research-institute-swri,https://www.swri.org/markets/manufacturing-construction/manufacturing-technologies/industrial-robotics-automation/ros-industrial-consortium,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
TRACLabs,Houston,US,INTEGRATOR|TOOLING_OPS_PROVIDER,,Contributing member of the ROS-Industrial Consortium Americas.,https://traclabs.com/projects/ros-industrial/,MEDIUM,seeded,traclabs,https://traclabs.com/projects/ros-industrial/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Hexagon,Stockholm,SE,supplier;metrology;robotics,,Named among the global robotics leaders partnering with NVIDIA on physical AI; also parent of Leica Geosystems.,https://blogs.nvidia.com/blog/2-million-robotics-developers/,MEDIUM,pending,,https://hexagon.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
AgiBot (Zhiyuan Robotics),Shanghai,CN,OEM|MODEL_DEVELOPER,,Named among the companies partnering with NVIDIA on Isaac; a humanoid OEM not yet in the seed.,https://blogs.nvidia.com/blog/2-million-robotics-developers/,MEDIUM,seeded,agibot,https://www.agibot.com/,Role confirmed; merged by canonical name or explicit alias.
Intermodalics,Leuven,BE,INTEGRATOR|TOOLING_OPS_PROVIDER,,NVIDIA Jetson preferred partner providing robotics software integration.,https://www.intermodalics.ai/nvidia-jetson-partner,MEDIUM,seeded,intermodalics,https://www.intermodalics.ai/nvidia-jetson-partner,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
