name,hq_city,hq_country,proposed_roles,parent_if_any,why_included,source_url,confidence,status,seed_slug,primary_source_url,review_note
AgiBot (Zhiyuan Robotics),Shanghai,CN,OEM|MODEL_DEVELOPER,,"Chinese humanoid unicorn with in-house embodied models; Tencent-led Series B at RMB 15B valuation and a strategic round with LG Electronics, Mirae Asset, BYD and Hillhouse; Hong Kong IPO planned. Also appears in research/roster/suppliers-chips-manufacturing.csv under a supplier role — merge, do not create twice.",https://news.futunn.com/en/post/63128069/backed-by-tencent-and-sequoia-china-agibot-a-chinese-unicorn,MEDIUM,seeded,agibot,https://www.agibot.com/,Role confirmed; merged by canonical name or explicit alias.
X Square Robot,Shenzhen,CN,OEM|MODEL_DEVELOPER,,"Full-stack embodied-AI company founded 2023; Series C above RMB 20B (~$2.94B) valuation with Alibaba, ByteDance, Meituan, HongShan, Xiaomi and IDG behind it.",https://www.therobotreport.com/x-square-robot-secures-140m-in-funding-for-ai-foundation-models/,MEDIUM,seeded,x-square-robot,https://www.x2robot.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Astribot,Shenzhen,CN,OEM|MODEL_DEVELOPER,,Founded 2022; raised more than RMB 1B across three rounds inside 90 days in 2026 for its embodied-AI robot platform.,https://www.benzinga.com/Opinion/26/07/60215055/this-embodied-ai-startup-completes-series-c-funding-with-a-2-94b-valuation,MEDIUM,seeded,astribot,https://www.astribot.com/,Role confirmed; merged by canonical name or explicit alias.
Spirit AI,Beijing,CN,MODEL_DEVELOPER|OEM,,Founded Feb 2024; raised ~RMB 4.5B across four rounds by mid-2026; its Spirit v1.6 embodied foundation model ranked first in ICRA 2026 blind testing. HQ city unconfirmed.,https://chinabizinsider.com/15-embodied-ai-unicorns-in-6-months-chinas-robot-race-hits-a-reality-check/,LOW,skipped,,,LOW confidence: skipped as instructed.
Genesis AI,Palo Alto,US,MODEL_DEVELOPER|RESEARCH_LAB,,Emerged from stealth with a $105M seed co-led by Eclipse and Khosla to build a universal robotics foundation model on synthetic data from its own physics engine; dual Palo Alto/Paris base.,https://www.prnewswire.com/news-releases/genesis-ai-emerges-from-stealth-with-105m-to-build-universal-robotics-foundation-model-and-horizontal-platform-for-general-purpose-physical-ai-302495016.html,HIGH,seeded,genesis-ai,https://www.prnewswire.com/news-releases/genesis-ai-emerges-from-stealth-with-105m-to-build-universal-robotics-foundation-model-and-horizontal-platform-for-general-purpose-physical-ai-302495016.html,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Dyna Robotics,San Mateo,US,MODEL_DEVELOPER|OEM,,Raised a $120M Series A in Sep 2025 to scale embodied-AI foundation models for production robots. HQ city needs confirmation.,https://www.prnewswire.com/news-releases/dyna-robotics-raises-120-million-to-advance-robotic-foundation-models-on-the-path-to-physical-artificial-general-intelligence-302556817.html,MEDIUM,seeded,dyna-robotics,https://www.dyna.co/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
FieldAI,Mission Viejo,US,MODEL_DEVELOPER,,Builds Field Foundation Models — universal robot control usable across embodiments without GPS or prior maps; raised over $400M at a $2B valuation.,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,HIGH,seeded,fieldai,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,Role confirmed; merged by canonical name or explicit alias. Metadata review pending: founding year.
Wayve,London,GB,MODEL_DEVELOPER,,Embodied-AI driving foundation models; tested a single global AI Driver across 500+ cities zero-shot and raised a $1.2B Series D at $8.6B.,https://wayve.ai/press/series-d/,HIGH,seeded,wayve,https://wayve.ai/press/series-c/,Role confirmed; merged by canonical name or explicit alias.
Waabi,Toronto,CA,MODEL_DEVELOPER,,"Generative-AI autonomy stack for trucking; named among the embodied-AI companies that dominated 2025-26 funding alongside Wayve, Skild and Physical Intelligence.",https://newmarketpitch.com/blogs/news/world-model-top-startups-fundraising,MEDIUM,seeded,waabi,https://waabi.ai/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Applied Intuition,Mountain View,US,MODEL_DEVELOPER|DATA_SIMULATION_PROVIDER|TOOLING_OPS_PROVIDER,,Autonomy software and simulation supplier for vehicles and defence robotics; Series F in Jun 2025 at a $15B valuation.,https://newmarketpitch.com/blogs/news/world-model-top-startups-fundraising,MEDIUM,seeded,applied-intuition,https://www.appliedintuition.com/about,Role confirmed; merged by canonical name or explicit alias.
RLWRLD,Seoul,KR,MODEL_DEVELOPER,,"Korean physical-AI startup founded 2024 building a robotics foundation model for industrial deployment; $15M seed then $26M, backed by LG Electronics, SK Telecom, KDDI, Mirae Asset and Hashed.",https://www.rlwrld.ai/en/news/62,HIGH,seeded,rlwrld,https://www.rlwrld.ai/en/news/62,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Neura Robotics,Metzingen,DE,OEM|MODEL_DEVELOPER,,"Cognitive and humanoid robotics maker; €120M Series B then a Series C of up to $1.4B led by Tether with Qualcomm, Amazon, NVIDIA, Bosch, Schaeffler and the EIB.",https://neura-robotics.com/record-series-c/,HIGH,seeded,neura-robotics,https://neura-robotics.com/record-series-c/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Humanoid,London,GB,OEM,,UK humanoid startup that raised $152M at a $1.35B valuation with Bosch as contract manufacturer and Schaeffler as anchor customer and actuator supplier.,https://www.techtimes.com/articles/321462/20260724/uk-humanoid-startup-raises-152m-bosch-schaeffler-back-wheels-over-legs.htm,MEDIUM,seeded,humanoid,https://thehumanoid.ai/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Flexion Robotics,Zurich,CH,MODEL_DEVELOPER,,Raised €43M to build reinforcement-learning control 'brains' for humanoid robots.,https://www.eu-startups.com/2025/11/zurichs-flexion-raises-e50-million-to-build-the-brains-behind-humanoids/,MEDIUM,pending,,https://www.flexionrobotics.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
mimic robotics,Zurich,CH,OEM|MODEL_DEVELOPER,,Raised €13.8M for dexterous robotic-hand hardware and the learning stack that drives it.,https://www.eu-startups.com/2025/11/zurichs-flexion-raises-e50-million-to-build-the-brains-behind-humanoids/,MEDIUM,seeded,mimic-robotics,https://www.mimicrobotics.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Neuracore,London,GB,TOOLING_OPS_PROVIDER|DATA_SIMULATION_PROVIDER,,Raised €2.5M to replace fragmented robotics stacks with unified robot-learning infrastructure.,https://www.eu-startups.com/2025/11/londons-neuracore-raises-e2-5-million-to-replace-frankenstein-robotics-stacks-with-unified-robot-learning-infrastructure/,MEDIUM,seeded,neuracore,https://www.neuracore.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
OpenAI,San Francisco,US,MODEL_DEVELOPER|INVESTOR,,"Restarted an in-house robotics division in 2025 with ~19 SF robotics roles including actuator engineering; also an investor in Figure, 1X and Physical Intelligence.",https://techfundingnews.com/sam-altmans-openai-just-made-robotics-its-next-frontier-and-its-hiring-to-prove-it/,MEDIUM,pending,,https://www.1x.tech/discover/1x-raises-23-5m-in-series-a2-funding,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Parkway Venture Capital,New York,US,INVESTOR,,"Led Figure's Series C, which exceeded $1B at a $39B post-money valuation.",https://www.figure.ai/news/series-c,HIGH,seeded,parkway-venture-capital,https://www.figure.ai/news/series-c,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Brookfield Asset Management,Toronto,CA,INVESTOR,,Participated in Figure's $1B+ Series C.,https://www.figure.ai/news/series-c,HIGH,seeded,brookfield-asset-management,https://www.figure.ai/news/series-c,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Macquarie Capital,Sydney,AU,INVESTOR,,Participated in Figure's $1B+ Series C.,https://www.figure.ai/news/series-c,HIGH,seeded,macquarie-capital,https://www.figure.ai/news/series-c,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Intel Capital,Santa Clara,US,INVESTOR,Intel,Participated in Figure's $1B+ Series C and is a named FieldAI investor.,https://www.figure.ai/news/series-c,HIGH,seeded,intel-capital,https://www.figure.ai/news/series-c,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Salesforce Ventures,San Francisco,US,INVESTOR,,Participated in Figure's Series C and in Dyna Robotics' $120M Series A.,https://www.figure.ai/news/series-c,HIGH,seeded,salesforce-ventures,https://www.figure.ai/news/series-c,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Qualcomm Ventures,San Diego,US,INVESTOR,Qualcomm,Participated in Figure's Series C; Qualcomm also backed Neura Robotics' Series C.,https://www.figure.ai/news/series-c,HIGH,seeded,qualcomm-ventures,https://www.figure.ai/news/series-c,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
NVentures,Santa Clara,US,INVESTOR,NVIDIA,"NVIDIA's venture arm; co-invested in Agility's $400M Series C, Dyna Robotics' Series A, FieldAI and Skild AI's $1.4B round.",https://www.agilityrobotics.com/content/agility-robotics-raises-150m-series-b-led-by-dcvc-and-playground-global,MEDIUM,seeded,nventures,https://www.nventures.ai/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
DCVC,San Francisco,US,INVESTOR,,Led Agility Robotics' $150M Series B and co-invested in the 2025 $400M Series C.,https://www.agilityrobotics.com/content/agility-robotics-raises-150m-series-b-led-by-dcvc-and-playground-global,HIGH,seeded,dcvc,https://www.agilityrobotics.com/content/agility-robotics-raises-150m-series-b-led-by-dcvc-and-playground-global,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Playground Global,Palo Alto,US,INVESTOR,,Co-led Agility Robotics' $150M Series B and co-invested in the 2025 Series C.,https://www.agilityrobotics.com/content/agility-robotics-raises-150m-series-b-led-by-dcvc-and-playground-global,HIGH,seeded,playground-global,https://www.agilityrobotics.com/content/agility-robotics-raises-150m-series-b-led-by-dcvc-and-playground-global,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
WP Global Partners,Chicago,US,INVESTOR,,Its venture arm led Agility Robotics' $400M Series C in Mar 2025 at a ~$2.1B post-money valuation.,https://www.geekwire.com/2025/agility-robotics-reportedly-raising-400m-for-humanoid-warehouse-robots/,MEDIUM,pending,,https://www.wpglobalpartners.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Bezos Expeditions,Seattle,US,INVESTOR,,Co-led FieldAI's $314M round in Aug 2025; Jeff Bezos also backed Physical Intelligence and Skild AI.,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,HIGH,seeded,bezos-expeditions,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Temasek,Singapore,SG,INVESTOR,,Co-led FieldAI's $314M round in Aug 2025.,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,HIGH,seeded,temasek,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Khosla Ventures,Menlo Park,US,INVESTOR,,Named FieldAI investor and co-lead of Genesis AI's $105M seed.,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,HIGH,seeded,khosla-ventures,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Eclipse Ventures,Palo Alto,US,INVESTOR,,Co-led Genesis AI's $105M seed for a universal robotics foundation model.,https://www.prnewswire.com/news-releases/genesis-ai-emerges-from-stealth-with-105m-to-build-universal-robotics-foundation-model-and-horizontal-platform-for-general-purpose-physical-ai-302495016.html,HIGH,seeded,eclipse-ventures,https://www.prnewswire.com/news-releases/genesis-ai-emerges-from-stealth-with-105m-to-build-universal-robotics-foundation-model-and-horizontal-platform-for-general-purpose-physical-ai-302495016.html,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Bpifrance,Paris,FR,INVESTOR,,Participated in Genesis AI's $105M seed round.,https://www.prnewswire.com/news-releases/genesis-ai-emerges-from-stealth-with-105m-to-build-universal-robotics-foundation-model-and-horizontal-platform-for-general-purpose-physical-ai-302495016.html,HIGH,seeded,bpifrance,https://www.prnewswire.com/news-releases/genesis-ai-emerges-from-stealth-with-105m-to-build-universal-robotics-foundation-model-and-horizontal-platform-for-general-purpose-physical-ai-302495016.html,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Canaan Partners,San Francisco,US,INVESTOR,,Named investor in FieldAI's rounds totalling over $400M.,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,HIGH,seeded,canaan-partners,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Emerson Collective,Palo Alto,US,INVESTOR,,Named investor in FieldAI's rounds totalling over $400M.,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,HIGH,seeded,emerson-collective,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
BHP Ventures,Melbourne,AU,INVESTOR,BHP,Named investor in FieldAI; strategic interest in field robotics for mining.,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,HIGH,seeded,bhp-ventures,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Gates Frontier,Kirkland,US,INVESTOR,,Prior investor in FieldAI ahead of its $2B-valuation round.,https://www.geekwire.com/2025/robotics-startup-fieldai-backed-by-gates-and-bezos-hits-2b-valuation-after-latest-funding/,MEDIUM,pending,,https://www.gatesfrontier.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Lux Capital,New York,US,INVESTOR,,Backed Physical Intelligence's Series A (2024) and Series B (2025).,https://www.bloomberg.com/news/articles/2025-11-20/robotics-startup-physical-intelligence-valued-at-5-6-billion-in-new-funding,MEDIUM,seeded,lux-capital,https://www.luxcapital.com/companies/physical-intelligence,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Thrive Capital,New York,US,INVESTOR,,Backed Physical Intelligence's Series A and Series B.,https://www.bloomberg.com/news/articles/2025-11-20/robotics-startup-physical-intelligence-valued-at-5-6-billion-in-new-funding,MEDIUM,pending,,https://thrivecap.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Index Ventures,San Francisco,US,INVESTOR,,New investor in Physical Intelligence's $600M Series B (Nov 2025).,https://www.bloomberg.com/news/articles/2025-11-20/robotics-startup-physical-intelligence-valued-at-5-6-billion-in-new-funding,MEDIUM,pending,,https://www.indexventures.com/companies/physical-intelligence/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Sequoia Capital,Menlo Park,US,INVESTOR,,Participated in Physical Intelligence's $600M Series B.,https://sacra.com/c/physical-intelligence/,MEDIUM,seeded,sequoia-capital,https://www.sequoiacap.com/companies/physical-intelligence/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
CRV,San Francisco,US,INVESTOR,,Co-led Dyna Robotics' $120M Series A (Sep 2025).,https://www.prnewswire.com/news-releases/dyna-robotics-raises-120-million-to-advance-robotic-foundation-models-on-the-path-to-physical-artificial-general-intelligence-302556817.html,HIGH,seeded,crv,https://www.prnewswire.com/news-releases/dyna-robotics-raises-120-million-to-advance-robotic-foundation-models-on-the-path-to-physical-artificial-general-intelligence-302556817.html,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
First Round Capital,San Francisco,US,INVESTOR,,Co-led Dyna Robotics' $120M Series A (Sep 2025).,https://www.prnewswire.com/news-releases/dyna-robotics-raises-120-million-to-advance-robotic-foundation-models-on-the-path-to-physical-artificial-general-intelligence-302556817.html,HIGH,seeded,first-round-capital,https://www.prnewswire.com/news-releases/dyna-robotics-raises-120-million-to-advance-robotic-foundation-models-on-the-path-to-physical-artificial-general-intelligence-302556817.html,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
EQT Ventures,Stockholm,SE,INVESTOR,,Led 1X Technologies' $100M Series B.,https://www.1x.tech/discover/1x-secures-100m-in-series-b-funding,HIGH,seeded,eqt-ventures,https://www.1x.tech/discover/1x-secures-100m-in-series-b-funding,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
B Capital,Los Angeles,US,INVESTOR,,Existing backer that rejoined Apptronik's $520M Series A extension (Feb 2026).,https://apptronik.com/news-collection/apptronik-closes-over-935-million-series-a,HIGH,seeded,b-capital,https://apptronik.com/news-collection/apptronik-closes-over-935-million-series-a,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Peak6,Chicago,US,INVESTOR,,Existing backer that rejoined Apptronik's $520M Series A extension.,https://apptronik.com/news-collection/apptronik-closes-over-935-million-series-a,HIGH,seeded,peak6,https://apptronik.com/news-collection/apptronik-closes-over-935-million-series-a,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Accel,Palo Alto,US,INVESTOR,,Reported co-lead of Mind Robotics' $500M Series A in 2026.,https://news.crunchbase.com/robotics/startup-venture-funding-surges-2026-data/,MEDIUM,pending,,https://www.accel.com/companies,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Andreessen Horowitz,Menlo Park,US,INVESTOR,,Reported co-lead of Mind Robotics' $500M Series A in 2026.,https://news.crunchbase.com/robotics/startup-venture-funding-surges-2026-data/,MEDIUM,pending,,https://a16z.com/portfolio/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Kleiner Perkins,Menlo Park,US,INVESTOR,,Reported lead of Mind Robotics' $400M round in 2026.,https://news.crunchbase.com/robotics/startup-venture-funding-surges-2026-data/,MEDIUM,pending,,https://www.kleinerperkins.com/companies/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Lingotto Investment Management,London,GB,INVESTOR,,Led Neura Robotics' €120M Series B.,https://neura-robotics.com/neura-robotics-secures-euro-120-million-series-b/,HIGH,seeded,lingotto-investment-management,https://neura-robotics.com/neura-robotics-secures-euro-120-million-series-b/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Vsquared Ventures,Munich,DE,INVESTOR,,Participated in Neura Robotics' €120M Series B.,https://neura-robotics.com/neura-robotics-secures-euro-120-million-series-b/,HIGH,seeded,vsquared-ventures,https://neura-robotics.com/neura-robotics-secures-euro-120-million-series-b/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
HV Capital,Munich,DE,INVESTOR,,Participated in Neura Robotics' €120M Series B.,https://neura-robotics.com/neura-robotics-secures-euro-120-million-series-b/,HIGH,seeded,hv-capital,https://neura-robotics.com/neura-robotics-secures-euro-120-million-series-b/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Volvo Cars Tech Fund,Gothenburg,SE,INVESTOR,Volvo Cars,Participated in Neura Robotics' €120M Series B.,https://neura-robotics.com/neura-robotics-secures-euro-120-million-series-b/,HIGH,seeded,volvo-cars-tech-fund,https://neura-robotics.com/neura-robotics-secures-euro-120-million-series-b/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Delta Electronics,Taipei,TW,INVESTOR,,Participated in Neura Robotics' €120M Series B; also supplies motion and power components.,https://neura-robotics.com/neura-robotics-secures-euro-120-million-series-b/,HIGH,seeded,delta-electronics,https://neura-robotics.com/neura-robotics-secures-euro-120-million-series-b/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Tether,San Salvador,SV,INVESTOR,,Led Neura Robotics' Series C of up to $1.4B (Jun 2026).,https://neura-robotics.com/record-series-c/,HIGH,seeded,tether,https://neura-robotics.com/record-series-c/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
European Investment Bank,Luxembourg,LU,INVESTOR,,Backer in Neura Robotics' Series C of up to $1.4B.,https://neura-robotics.com/record-series-c/,HIGH,seeded,european-investment-bank,https://neura-robotics.com/record-series-c/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Balderton Capital,London,GB,INVESTOR,,Investor in Wayve's $1B+ Series C for embodied-AI driving models.,https://www.balderton.com/news/wayve-raises-over-1-billion-to-develop-embodied-ai-products-for-automated-driving/,HIGH,seeded,balderton-capital,https://www.balderton.com/news/wayve-raises-over-1-billion-to-develop-embodied-ai-products-for-automated-driving/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Ontario Teachers' Pension Plan,Toronto,CA,INVESTOR,,Investor in Wayve's $1.5B round to deploy its global autonomy platform.,https://www.otpp.com/en-ca/about-us/news-and-insights/2026/wayve-secures-funding-to-deploy-global-autonomy-platform/,HIGH,seeded,ontario-teachers-pension-plan,https://www.otpp.com/en-ca/about-us/news-and-insights/2026/wayve-secures-funding-to-deploy-global-autonomy-platform/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Stanford Robotics Center,Stanford,US,RESEARCH_LAB,Stanford University,Umbrella centre uniting 13 Stanford robotics labs and shared facilities.,https://robotics.sites.stanford.edu/,HIGH,seeded,stanford-robotics-center,https://robotics.sites.stanford.edu/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Stanford Vision and Learning Lab (SVL),Stanford,US,RESEARCH_LAB,Stanford University,"Robot learning, embodied AI and computer vision; origin of the ALOHA low-cost bimanual manipulation platform.",https://robotics.sites.stanford.edu/center-mission/labs,MEDIUM,seeded,stanford-vision-and-learning-lab-svl,https://svl.stanford.edu/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Carnegie Mellon Robotics Institute,Pittsburgh,US,RESEARCH_LAB,Carnegie Mellon University,One of the largest and oldest university robotics research organisations; a primary talent source for the robot-learning field.,https://www.ri.cmu.edu/,HIGH,seeded,carnegie-mellon-robotics-institute,https://www.ri.cmu.edu/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Berkeley Artificial Intelligence Research (BAIR),Berkeley,US,RESEARCH_LAB,University of California Berkeley,Interdisciplinary AI hub with 50+ faculty and 300+ graduate students; robot-learning results underpin several robotics foundation-model startups.,https://www.futureforward.app/blog/top-ai-labs-us-colleges/,MEDIUM,pending,,https://bair.berkeley.edu/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
MIT CSAIL,Cambridge,US,RESEARCH_LAB,Massachusetts Institute of Technology,"MIT's largest computing lab with 60+ active groups spanning soft robotics, manipulation and human-robot interaction.",https://www.godrift.ai/blogs/top-robotics-research-labs,MEDIUM,pending,,https://www.csail.mit.edu/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
GRASP Laboratory,Philadelphia,US,RESEARCH_LAB,University of Pennsylvania,"General Robotics, Automation, Sensing and Perception lab founded 1979; fundamental research in perception, control and robot learning.",https://www.grasp.upenn.edu/,HIGH,seeded,grasp-laboratory,https://www.grasp.upenn.edu/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Institute for Robotics and Intelligent Machines (IRIM),Atlanta,US,RESEARCH_LAB,Georgia Institute of Technology,"Georgia Tech's campus-wide robotics institute covering motion planning, perception and learning for physical systems.",https://research.gatech.edu/robotics,HIGH,seeded,institute-for-robotics-and-intelligent-machines-irim,https://research.gatech.edu/robotics,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
ETH Zurich Robotic Systems Lab,Zurich,CH,RESEARCH_LAB,ETH Zurich,Legged-robot research group (ANYmal lineage) focused on machines that operate in rough and challenging environments.,https://rsl.ethz.ch/the-lab.html,HIGH,seeded,eth-zurich-robotic-systems-lab,https://rsl.ethz.ch/the-lab.html,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
ETH Zurich Autonomous Systems Lab,Zurich,CH,RESEARCH_LAB,ETH Zurich,"Autonomy, navigation and aerial robotics group; named among the world's most productive robotics labs.",https://www.iris.ethz.ch/the-institute.html,HIGH,seeded,eth-zurich-autonomous-systems-lab,https://www.iris.ethz.ch/the-institute.html,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Institute of Robotics and Intelligent Systems (IRIS),Zurich,CH,RESEARCH_LAB,ETH Zurich,ETH institute grouping the Robotic Systems Lab and peer robotics labs.,https://www.iris.ethz.ch/the-institute.html,HIGH,seeded,institute-of-robotics-and-intelligent-systems-iris,https://www.iris.ethz.ch/the-institute.html,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Oxford Robotics Institute,Oxford,GB,RESEARCH_LAB,University of Oxford,UK robotics institute; the Dynamic Robot Systems group works on legged-robot autonomy in unstructured environments.,https://www.autonomousrobotslab.com/research-collaborators.html,MEDIUM,seeded,oxford-robotics-institute,https://ori.ox.ac.uk/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Munich Institute of Robotics and Machine Intelligence (MIRMI),Munich,DE,RESEARCH_LAB,Technical University of Munich,One of Europe's largest university robotics institutes with 30+ research groups and industry chairs including the KUKA Chair.,https://www.bleap.finance/en-us/blog/best-robotics-schools-europe,MEDIUM,seeded,munich-institute-of-robotics-and-machine-intelligence-mirmi,https://www.mirmi.tum.de/en/mirmi/home/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
DLR Institute of Robotics and Mechatronics,Oberpfaffenhofen,DE,RESEARCH_LAB,German Aerospace Center (DLR),German Aerospace Center's robotics institute; source of the LWR/torque-controlled arm lineage behind KUKA's cobots. Source URL is the institute's own site and was not fetched during this pass.,https://www.dlr.de/en/rm,LOW,skipped,,,LOW confidence: skipped as instructed.
Fraunhofer IPA,Stuttgart,DE,RESEARCH_LAB,Fraunhofer-Gesellschaft,Fraunhofer institute for manufacturing engineering and automation; applied industrial and service robotics research. Source URL is the institute's own site and was not fetched during this pass.,https://www.ipa.fraunhofer.de/en.html,LOW,skipped,,,LOW confidence: skipped as instructed.
